destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
No Urgent Place,Friend(s),Snowy,30.0,2PM,Restaurant(<20),1d,Female,36,Married partner,1.0,Bachelors degree,Unemployed,$87500 - $99999,,less1,less1,less1,less1,less1,1,0,0,0,1,0
Work,Alone,Sunny,80.0,7AM,Restaurant(20-50),1d,Female,21,Unmarried partner,1.0,Some college - no degree,Unemployed,$37500 - $49999,,never,never,,4~8,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Snowy,30.0,10PM,Carry out & Take away,1d,Female,31,Married partner,0.0,Some college - no degree,Computer & Mathematical,$100000 or More,,less1,less1,gt8,4~8,less1,1,1,0,0,1,1
Home,Alone,Sunny,55.0,6PM,Bar,1d,Female,26,Single,0.0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,never,never,1~3,less1,less1,1,0,0,1,0,0
No Urgent Place,Partner,Sunny,80.0,6PM,Bar,2h,Male,21,Unmarried partner,0.0,Bachelors degree,Education&Training&Library,$12500 - $24999,,1~3,4~8,4~8,4~8,never,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,2PM,Coffee House,1d,Male,50plus,Divorced,1.0,Bachelors degree,Computer & Mathematical,$25000 - $37499,,,,,,,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,55.0,2PM,Coffee House,2h,Female,50plus,Divorced,1.0,Graduate degree (Masters or Doctorate),Retired,$12500 - $24999,,1~3,4~8,4~8,4~8,less1,1,0,0,0,1,0
Home,Alone,Sunny,30.0,6PM,Carry out & Take away,1d,Female,41,Married partner,1.0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,less1,4~8,gt8,1~3,less1,1,0,0,0,1,1
Work,Alone,Sunny,80.0,7AM,Coffee House,1d,Male,26,Single,0.0,Bachelors degree,Business & Financial,$100000 or More,,4~8,1~3,1~3,1~3,less1,1,1,0,1,0,1
No Urgent Place,Friend(s),Sunny,80.0,10AM,Coffee House,2h,Female,41,Married partner,1.0,Associates degree,Unemployed,$75000 - $87499,,never,less1,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Rainy,55.0,10PM,Restaurant(20-50),2h,Male,31,Single,0.0,Bachelors degree,Education&Training&Library,$50000 - $62499,,never,never,1~3,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55.0,6PM,Coffee House,2h,Male,50plus,Married partner,1.0,Associates degree,Retired,$37500 - $49999,,never,never,4~8,4~8,never,1,0,0,0,1,0
Home,Alone,Snowy,30.0,10PM,Restaurant(20-50),2h,Female,36,Unmarried partner,0.0,Associates degree,Unemployed,$75000 - $87499,,never,never,gt8,gt8,1~3,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,6PM,Restaurant(<20),2h,Male,50plus,Unmarried partner,1.0,Associates degree,Retired,$50000 - $62499,,never,4~8,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,2PM,Restaurant(20-50),1d,Female,50plus,Single,1.0,Associates degree,Retired,Less than $12500,,never,never,less1,never,never,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,2PM,Coffee House,2h,Male,21,Single,0.0,Bachelors degree,Student,$62500 - $74999,,4~8,4~8,1~3,1~3,less1,1,1,0,0,1,1
Home,Alone,Sunny,80.0,10PM,Bar,1d,Male,21,Single,0.0,High School Graduate,Student,$37500 - $49999,,less1,never,less1,less1,never,1,1,0,1,0,1
No Urgent Place,Partner,Snowy,30.0,10AM,Restaurant(<20),1d,Female,21,Married partner,0.0,Some college - no degree,Healthcare Support,$12500 - $24999,,less1,1~3,1~3,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Snowy,30.0,10PM,Carry out & Take away,1d,Male,50plus,Married partner,1.0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$100000 or More,,1~3,1~3,gt8,4~8,less1,1,1,0,0,1,1
Home,Alone,Rainy,55.0,6PM,Bar,1d,Male,36,Married partner,1.0,Bachelors degree,Computer & Mathematical,$100000 or More,,less1,never,1~3,less1,less1,1,1,1,0,1,0
Home,Alone,Snowy,30.0,6PM,Coffee House,1d,Female,50plus,Single,0.0,Graduate degree (Masters or Doctorate),Business & Financial,$37500 - $49999,,less1,gt8,1~3,1~3,1~3,1,1,0,0,1,0
No Urgent Place,Partner,Sunny,80.0,10AM,Coffee House,2h,Male,41,Married partner,1.0,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),,80.0,10AM,Coffee House,2h,Female,41,Married partner,1.0,Some college - no degree,Unemployed,$25000 - $37499,,never,never,4~8,1~3,less1,1,0,0,0,1,0
Home,Alone,Snowy,30.0,10PM,Coffee House,2h,Female,41,Married partner,,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,less1,4~8,gt8,1~3,less1,1,1,0,0,1,0
Home,Kid(s),Sunny,55.0,10PM,Restaurant(20-50),2h,Female,21,Married partner,1.0,Associates degree,Unemployed,$50000 - $62499,,never,1~3,1~3,1~3,1~3,1,1,0,0,1,0
Home,Alone,Sunny,55.0,6PM,Restaurant(20-50),1d,Male,26,Single,0.0,High School Graduate,Sales & Related,$12500 - $24999,,never,never,4~8,1~3,never,1,1,0,0,1,1
Work,Alone,Sunny,30.0,7AM,Bar,1d,Female,26,Married partner,1.0,Some college - no degree,Unemployed,$25000 - $37499,,never,never,1~3,less1,never,1,1,0,1,0,0
Home,Alone,Rainy,55.0,10PM,Coffee House,2h,Male,26,Single,1.0,Some college - no degree,Sales & Related,Less than $12500,,never,never,never,1~3,never,1,0,0,1,0,0
Home,Alone,Sunny,55.0,6PM,Bar,1d,Female,21,Married partner,1.0,Some college - no degree,Student,$25000 - $37499,,never,gt8,1~3,gt8,1~3,1,0,0,1,0,0
No Urgent Place,Alone,Rainy,55.0,2PM,Carry out & Take away,2h,Male,21,Single,0.0,Some college - no degree,Student,$12500 - $24999,,never,never,1~3,1~3,less1,1,0,0,0,1,0
Home,Alone,Sunny,80.0,6PM,Restaurant(<20),2h,Male,50plus,Married partner,1.0,Associates degree,Unemployed,$37500 - $49999,,less1,less1,less1,4~8,less1,1,0,0,1,0,1
No Urgent Place,Friend(s),Sunny,80.0,10PM,Bar,1d,Female,21,Married partner,0.0,Some college - no degree,Healthcare Support,$12500 - $24999,,less1,1~3,1~3,1~3,less1,1,1,0,0,1,1
Home,Partner,Sunny,80.0,6PM,Coffee House,1d,Male,26,Married partner,0.0,Bachelors degree,Computer & Mathematical,$100000 or More,,4~8,,1~3,1~3,less1,1,0,0,1,0,0
Work,Alone,Sunny,80.0,7AM,Coffee House,2h,Female,31,Unmarried partner,0.0,Some High School,Computer & Mathematical,$12500 - $24999,,1~3,1~3,4~8,1~3,less1,1,1,0,1,0,0
No Urgent Place,Alone,Sunny,80.0,10AM,Coffee House,1d,Female,46,Married partner,0.0,Bachelors degree,Construction & Extraction,$12500 - $24999,,1~3,4~8,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80.0,10AM,Coffee House,2h,Female,31,Married partner,1.0,Some college - no degree,Education&Training&Library,$50000 - $62499,,less1,1~3,4~8,4~8,less1,1,0,0,0,1,1
Work,Alone,Sunny,55.0,7AM,Coffee House,2h,Male,36,Single,0.0,Bachelors degree,Business & Financial,$100000 or More,,less1,1~3,gt8,gt8,1~3,1,1,1,0,1,0
No Urgent Place,Alone,Sunny,80.0,10PM,Restaurant(<20),1d,Male,26,Unmarried partner,0.0,Associates degree,Management,$12500 - $24999,,less1,less1,4~8,1~3,less1,1,0,0,0,1,0
Work,Alone,Sunny,80.0,7AM,Coffee House,1d,Female,21,Single,0.0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,0,0,1,0,1
Home,Alone,Sunny,80.0,6PM,Coffee House,1d,Female,50plus,Single,0.0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,0,0,0,1,0
Home,Alone,Rainy,55.0,10PM,Coffee House,2h,Male,21,Single,0.0,Some college - no degree,Computer & Mathematical,Less than $12500,,never,4~8,4~8,4~8,never,1,0,0,1,0,1
No Urgent Place,Partner,Sunny,80.0,6PM,Restaurant(<20),2h,Female,26,Married partner,0.0,Associates degree,Management,$12500 - $24999,,never,less1,gt8,4~8,never,1,0,0,0,1,1
Home,Alone,Snowy,30.0,6PM,Coffee House,1d,Male,21,Single,0.0,Bachelors degree,Unemployed,$50000 - $62499,,less1,1~3,1~3,less1,less1,1,1,0,0,1,1
Work,Alone,Sunny,80.0,7AM,Carry out & Take away,2h,Female,36,Married partner,1.0,Graduate degree (Masters or Doctorate),Arts Design Entertainment Sports & Media,$50000 - $62499,,4~8,gt8,4~8,4~8,1~3,1,0,0,1,0,1
No Urgent Place,Alone,Sunny,55.0,6PM,Coffee House,2h,Female,31,Single,0.0,Bachelors degree,Unemployed,$100000 or More,,never,4~8,gt8,4~8,less1,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80.0,10AM,Coffee House,1d,Female,26,Single,0.0,Bachelors degree,Unemployed,$25000 - $37499,,never,less1,1~3,4~8,never,1,1,0,0,1,1
Home,Alone,Sunny,30.0,6PM,Carry out & Take away,1d,Female,21,Unmarried partner,0.0,Bachelors degree,Unemployed,$25000 - $37499,,never,never,1~3,1~3,less1,1,0,0,0,1,1
Work,Alone,Snowy,30.0,7AM,Coffee House,1d,Female,36,Married partner,1.0,Some college - no degree,Unemployed,Less than $12500,,never,never,4~8,less1,less1,1,0,0,1,0,1
Work,Alone,Rainy,55.0,7AM,Restaurant(<20),2h,Female,31,Single,0.0,Bachelors degree,Unemployed,$100000 or More,,never,4~8,gt8,4~8,less1,1,1,1,0,1,1
No Urgent Place,Kid(s),Sunny,55.0,2PM,Coffee House,1d,Female,36,Married partner,1.0,Associates degree,Healthcare Practitioners & Technical,$75000 - $87499,,less1,never,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,55.0,2PM,Restaurant(<20),1d,Female,26,Single,0.0,Bachelors degree,Education&Training&Library,$25000 - $37499,,never,1~3,less1,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),,80.0,10AM,Coffee House,2h,Male,21,Single,0.0,Some college - no degree,Student,$100000 or More,,less1,1~3,1~3,1~3,less1,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,80.0,10AM,Restaurant(<20),2h,Female,21,Unmarried partner,0.0,Some college - no degree,Student,Less than $12500,,1~3,1~3,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Snowy,30.0,10PM,Carry out & Take away,1d,Male,26,Married partner,0.0,Bachelors degree,Education&Training&Library,$37500 - $49999,,never,,1~3,1~3,less1,1,1,0,0,1,1
Home,Alone,Sunny,30.0,6PM,Carry out & Take away,1d,Male,26,Single,0.0,High School Graduate,Unemployed,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,1
Work,Alone,Sunny,55.0,7AM,Bar,1d,Male,26,Single,0.0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,1,1,0,1,0
No Urgent Place,Partner,Rainy,55.0,10PM,Restaurant(20-50),2h,Female,21,Unmarried partner,0.0,Bachelors degree,Sales & Related,$25000 - $37499,,1~3,4~8,4~8,1~3,1~3,1,0,0,0,1,0
No Urgent Place,Alone,Snowy,30.0,2PM,Bar,1d,Female,36,Divorced,1.0,Some college - no degree,Office & Administrative Support,$25000 - $37499,,never,gt8,4~8,4~8,less1,1,0,0,0,1,0
Work,Alone,Sunny,80.0,7AM,Carry out & Take away,1d,Male,21,Single,1.0,Bachelors degree,Student,$25000 - $37499,,4~8,4~8,4~8,1~3,never,1,0,0,1,0,1
No Urgent Place,Kid(s),Sunny,80.0,10AM,Bar,2h,Female,26,Married partner,1.0,Bachelors degree,Protective Service,$100000 or More,,never,gt8,4~8,gt8,1~3,1,1,0,0,1,0
Work,Alone,,55.0,7AM,Bar,1d,Male,36,Married partner,1.0,Bachelors degree,Sales & Related,$62500 - $74999,,never,never,less1,1~3,1~3,1,1,1,0,1,0
No Urgent Place,Kid(s),Sunny,55.0,2PM,Coffee House,2h,Male,26,Married partner,1.0,Bachelors degree,Computer & Mathematical,$100000 or More,,1~3,gt8,4~8,gt8,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80.0,10AM,Carry out & Take away,2h,Female,41,Married partner,1.0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,less1,gt8,4~8,gt8,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,2PM,Restaurant(<20),2h,Female,31,Married partner,1.0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,never,1~3,4~8,4~8,never,1,1,0,0,1,1
No Urgent Place,Kid(s),Snowy,30.0,6PM,Bar,1d,Male,36,Unmarried partner,1.0,Associates degree,Unemployed,$25000 - $37499,,never,never,1~3,less1,never,1,1,0,0,1,0
Work,Alone,Sunny,55.0,7AM,Bar,1d,Female,21,Unmarried partner,0.0,Associates degree,Student,$75000 - $87499,,never,less1,1~3,1~3,less1,1,1,1,0,1,1
No Urgent Place,Friend(s),Rainy,55.0,10PM,Bar,2h,Female,31,Married partner,1.0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,,never,1~3,less1,1~3,1~3,1,1,0,0,1,0
Home,Alone,Sunny,80.0,6PM,Coffee House,2h,Male,26,Unmarried partner,0.0,Bachelors degree,Student,$50000 - $62499,,1~3,gt8,4~8,1~3,less1,1,0,0,0,1,0
No Urgent Place,Partner,Sunny,80.0,6PM,Restaurant(<20),1d,Female,26,Married partner,0.0,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,4~8,1~3,4~8,4~8,1~3,1,0,0,0,1,1
Work,Alone,Sunny,80.0,7AM,Coffee House,2h,Female,26,Unmarried partner,0.0,Some college - no degree,Student,$25000 - $37499,,never,less1,1~3,1~3,less1,1,0,0,1,0,0
No Urgent Place,Kid(s),Snowy,30.0,6PM,Bar,1d,Female,41,Married partner,1.0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,less1,4~8,gt8,1~3,less1,1,0,0,0,1,0
Work,Alone,Rainy,55.0,7AM,Bar,1d,Female,50plus,Divorced,1.0,Some college - no degree,Unemployed,$37500 - $49999,,never,never,4~8,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,55.0,7AM,Restaurant(<20),1d,Female,50plus,Married partner,1.0,Some college - no degree,Transportation & Material Moving,$75000 - $87499,,never,never,4~8,gt8,less1,1,0,0,0,1,1
Work,Alone,Snowy,30.0,7AM,Restaurant(<20),2h,Male,26,Married partner,0.0,Associates degree,Building & Grounds Cleaning & Maintenance,$37500 - $49999,,less1,less1,1~3,1~3,less1,1,1,1,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,2PM,Coffee House,2h,Male,31,Single,0.0,Some college - no degree,Sales & Related,$37500 - $49999,,4~8,gt8,gt8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80.0,10AM,Restaurant(20-50),1d,Male,31,Married partner,,Some college - no degree,Construction & Extraction,$100000 or More,,1~3,never,4~8,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,55.0,2PM,Coffee House,2h,Female,26,Single,0.0,Bachelors degree,Unemployed,Less than $12500,,4~8,1~3,gt8,4~8,1~3,1,0,0,0,1,1
No Urgent Place,Partner,Sunny,80.0,6PM,Bar,2h,Female,36,Married partner,0.0,Bachelors degree,Computer & Mathematical,$50000 - $62499,,less1,never,4~8,4~8,never,1,1,0,0,1,1
Home,Alone,Sunny,30.0,6PM,Restaurant(20-50),1d,Male,21,Single,0.0,Bachelors degree,Protective Service,$25000 - $37499,,never,never,gt8,less1,less1,1,0,0,1,0,0
No Urgent Place,Friend(s),Sunny,30.0,10PM,Carry out & Take away,1d,Male,26,Single,0.0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,4~8,4~8,less1,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,80.0,10AM,Coffee House,2h,Female,50plus,Single,1.0,Associates degree,Retired,Less than $12500,,never,never,less1,never,never,1,1,0,0,1,0
No Urgent Place,Friend(s),Snowy,30.0,10PM,Carry out & Take away,1d,Male,46,Single,0.0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,,never,gt8,1~3,4~8,less1,1,1,0,0,1,0
Home,Alone,Sunny,30.0,6PM,Carry out & Take away,1d,Male,31,Married partner,0.0,Bachelors degree,Sales & Related,$75000 - $87499,,1~3,1~3,4~8,4~8,4~8,1,0,0,0,1,0
Work,Alone,Sunny,80.0,7AM,Restaurant(20-50),2h,Female,50plus,Single,0.0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,2PM,Coffee House,1d,Female,21,Single,0.0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,never,1~3,gt8,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Partner,Sunny,80.0,10AM,Restaurant(20-50),2h,Female,21,Married partner,0.0,Some college - no degree,Unemployed,$50000 - $62499,,less1,4~8,4~8,4~8,4~8,1,0,0,0,1,0
Home,Alone,Sunny,30.0,6PM,Restaurant(20-50),1d,Male,21,Single,0.0,Bachelors degree,Legal,$87500 - $99999,,1~3,never,less1,less1,less1,1,0,0,1,0,1
Work,Alone,Snowy,,7AM,Bar,1d,Female,31,Single,0.0,Graduate degree (Masters or Doctorate),Legal,$75000 - $87499,,gt8,4~8,4~8,4~8,4~8,1,1,1,0,1,0
No Urgent Place,Partner,Rainy,55.0,2PM,Restaurant(<20),2h,Female,31,Married partner,0.0,Some college - no degree,Computer & Mathematical,$100000 or More,,less1,less1,gt8,4~8,less1,1,1,0,0,1,0
Home,Alone,Snowy,30.0,10PM,Restaurant(20-50),2h,Male,21,Unmarried partner,0.0,Bachelors degree,Business & Financial,$62500 - $74999,,4~8,1~3,4~8,1~3,less1,1,0,0,0,1,0
Home,Alone,Snowy,30.0,10PM,Restaurant(<20),2h,Male,21,Single,1.0,Some college - no degree,Personal Care & Service,$25000 - $37499,,1~3,4~8,less1,never,never,1,1,1,0,1,1
No Urgent Place,Kid(s),Sunny,55.0,6PM,Coffee House,1d,Female,50plus,Married partner,1.0,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,,4~8,gt8,4~8,4~8,4~8,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55.0,2PM,Coffee House,2h,Female,,Single,0.0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,never,1~3,gt8,1~3,1~3,1,0,0,0,1,1
Home,Alone,Sunny,80.0,6PM,Restaurant(<20),2h,Female,50plus,Unmarried partner,1.0,Some college - no degree,Management,$37500 - $49999,,never,never,4~8,1~3,less1,1,0,0,1,0,0
No Urgent Place,Friend(s),Sunny,55.0,2PM,Carry out & Take away,1d,Female,41,Single,1.0,Some college - no degree,Office & Administrative Support,$25000 - $37499,,less1,1~3,1~3,1~3,never,1,1,0,0,1,1
Work,Alone,Sunny,80.0,7AM,Restaurant(20-50),2h,Female,50plus,Divorced,1.0,Some college - no degree,Personal Care & Service,$12500 - $24999,,never,less1,1~3,1~3,less1,1,0,0,1,0,0
Home,Alone,Sunny,80.0,10PM,Carry out & Take away,1d,Male,21,Single,0.0,Bachelors degree,Student,$50000 - $62499,,less1,never,4~8,less1,never,1,0,0,1,0,1
Home,Alone,Sunny,80.0,6PM,Coffee House,1d,,below21,Single,0.0,Some college - no degree,Student,$62500 - $74999,,never,1~3,4~8,1~3,less1,1,0,0,0,1,1
Home,Alone,Snowy,30.0,10PM,Restaurant(20-50),2h,Female,below21,Single,0.0,Some college - no degree,Healthcare Support,Less than $12500,,never,1~3,less1,4~8,less1,1,0,0,0,1,0
Home,Partner,Sunny,80.0,6PM,Coffee House,1d,Female,26,Married partner,0.0,Associates degree,Unemployed,$37500 - $49999,,less1,1~3,1~3,1~3,1~3,1,0,0,1,0,1
No Urgent Place,Friend(s),Sunny,30.0,10AM,Carry out & Take away,2h,Female,21,Married partner,1.0,Some college - no degree,Sales & Related,$25000 - $37499,,less1,1~3,4~8,1~3,never,1,0,0,0,1,0
No Urgent Place,Alone,Snowy,30.0,2PM,Bar,1d,Female,31,Unmarried partner,1.0,Bachelors degree,Computer & Mathematical,$62500 - $74999,,never,1~3,4~8,1~3,1~3,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,10PM,Coffee House,1d,Female,26,Unmarried partner,0.0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,,1~3,less1,1~3,4~8,1~3,1,1,0,0,1,0
No Urgent Place,Partner,Sunny,80.0,2PM,Coffee House,2h,Female,21,Unmarried partner,0.0,Bachelors degree,Student,$50000 - $62499,,less1,never,1~3,4~8,1~3,1,0,0,0,1,1
Work,Alone,Sunny,80.0,7AM,Carry out & Take away,2h,Female,36,Married partner,1.0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$87500 - $99999,,less1,less1,1~3,4~8,less1,1,0,0,1,0,1
No Urgent Place,Alone,Sunny,80.0,10AM,Coffee House,1d,Female,50plus,Divorced,1.0,Bachelors degree,Retired,Less than $12500,,never,4~8,gt8,gt8,less1,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,80.0,10AM,Coffee House,1d,Female,50plus,Married partner,1.0,High School Graduate,Retired,$75000 - $87499,,never,never,4~8,less1,1~3,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,6PM,Restaurant(<20),2h,Male,50plus,Single,0.0,Bachelors degree,Management,$100000 or More,,1~3,4~8,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,55.0,10AM,Restaurant(<20),2h,Male,26,Single,0.0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,,1~3,gt8,4~8,4~8,1~3,1,1,0,0,1,0
Work,Alone,Sunny,80.0,7AM,Coffee House,2h,Male,31,Married partner,1.0,Bachelors degree,Architecture & Engineering,$87500 - $99999,,less1,less1,4~8,less1,less1,1,0,0,1,0,1
No Urgent Place,Friend(s),Sunny,55.0,10PM,Bar,2h,Male,21,Single,0.0,Some college - no degree,Student,$100000 or More,,less1,1~3,1~3,less1,less1,1,1,0,0,1,1
Home,Alone,Sunny,30.0,6PM,Carry out & Take away,1d,Male,50plus,Married partner,1.0,Some college - no degree,Business & Financial,$100000 or More,,less1,1~3,4~8,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80.0,10AM,Coffee House,2h,Female,41,Married partner,0.0,Bachelors degree,Office & Administrative Support,$62500 - $74999,,4~8,1~3,4~8,gt8,less1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80.0,10AM,Coffee House,1d,Male,26,Married partner,0.0,Bachelors degree,Education&Training&Library,$50000 - $62499,,never,less1,1~3,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80.0,2PM,Coffee House,1d,Female,36,Married partner,1.0,Bachelors degree,Education&Training&Library,$87500 - $99999,,less1,gt8,4~8,1~3,less1,1,1,0,0,1,0
Work,Alone,Sunny,55.0,7AM,Bar,1d,Female,31,Divorced,1.0,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,,1~3,never,4~8,less1,less1,1,1,1,0,1,0
Work,Alone,Rainy,55.0,7AM,Restaurant(<20),2h,Male,,Single,0.0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,1~3,never,1,1,1,0,1,0
Home,Alone,Rainy,55.0,10PM,Coffee House,2h,Female,21,Unmarried partner,0.0,Some college - no degree,Student,Less than $12500,,1~3,1~3,4~8,1~3,less1,1,0,0,1,0,0
No Urgent Place,Friend(s),Sunny,30.0,10PM,Restaurant(<20),2h,Female,50plus,Married partner,1.0,Some college - no degree,Personal Care & Service,$87500 - $99999,,never,gt8,less1,1~3,less1,1,0,0,0,1,0
Home,Alone,Sunny,30.0,6PM,Restaurant(20-50),1d,Female,50plus,Divorced,,Some college - no degree,Unemployed,$37500 - $49999,,never,never,4~8,1~3,less1,1,0,0,1,0,0
Work,Alone,Rainy,55.0,7AM,Carry out & Take away,2h,Female,31,Unmarried partner,0.0,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,,1~3,less1,1~3,1~3,less1,1,1,0,1,0,0
Home,Alone,Sunny,80.0,6PM,Coffee House,2h,Female,31,Married partner,1.0,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,0,0,0,1,0
Work,Alone,Sunny,55.0,7AM,Bar,1d,Male,21,Single,0.0,Some college - no degree,Student,$12500 - $24999,,less1,less1,4~8,4~8,less1,1,1,1,0,1,1
No Urgent Place,Friend(s),Sunny,55.0,2PM,Coffee House,1d,Male,36,Married partner,,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,,1~3,less1,1~3,4~8,1~3,1,0,0,0,1,1
Home,Alone,Sunny,30.0,6PM,Carry out & Take away,1d,Male,26,Single,0.0,Bachelors degree,Unemployed,$12500 - $24999,,1~3,less1,4~8,1~3,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80.0,10AM,Coffee House,2h,Male,,Divorced,,Bachelors degree,Sales & Related,$62500 - $74999,,never,never,4~8,1~3,never,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,2PM,Coffee House,2h,Male,21,Married partner,0.0,Bachelors degree,Architecture & Engineering,$75000 - $87499,,less1,less1,1~3,4~8,less1,1,1,0,0,1,1
